"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name","Broad_category","Policytype_detail_new","Market_non_market","label","High_income"
"522","Transport","Subsidy","POL",2013,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"523","Buildings","Bans and Phaseouts Fossil Fuels Heating","NOR",2014,5,"NMBI","Technology Standards",3,3,0,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"524","Buildings","BuildingEnergyCodes","CZE",2014,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"525","Buildings","BuildingEnergyCodes","CHL",2014,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",0
"526","Buildings","BuildingEnergyCodes","JPN",2014,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"527","Buildings","BuildingEnergyCodes","SWE",2014,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Building energy code","Building code","Performance Standards","Non-market","jump",1
"528","Buildings","Carbon Tax Buildings","FRA",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"529","Buildings","Carbon Tax Buildings","CHE",2014,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"530","Buildings","Carbon Tax Buildings","MEX",2014,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"531","Buildings","ETS Buildings","CHN",2014,8,"MBI","Carbon Pricing",8,8,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"532","Buildings","ETS Buildings","CHN",2014,8,"MBI","Carbon Pricing",0,8,1,0,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"533","Buildings","ETS Buildings","CHN",2014,8,"MBI","Carbon Pricing",0,8,1,0,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"534","Buildings","ETS Buildings","CHN",2014,8,"MBI","Carbon Pricing",8,8,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"535","Buildings","Excise Taxes Buildings","FRA",2014,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"536","Buildings","Financial support","FRA",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"537","Buildings","Financial support","NLD",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"538","Buildings","Financial support","USA",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"539","Buildings","Financing Mechanism Buildings","COL",2014,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"540","Buildings","Financing Mechanism Buildings","ITA",2014,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"541","Buildings","Financing Mechanism Buildings","SVK",2014,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"542","Buildings","Fossil Fuel Subsides Buildings","FRA",2014,9,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"543","Buildings","Labels Appliances","RUS",2014,5,"NMBI","Information",2,2,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"544","Buildings","Labels Appliances","ZAF",2014,8,"NMBI","Information",5,5,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"545","Buildings","MEPS of appliances","CHL",2014,3,"NMBI","Performance Standards",3,3,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"546","Buildings","MEPS of appliances","ZAF",2014,8,"NMBI","Performance Standards",5,5,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"547","Electricity","AirEmissionStandards","GRC",2014,7,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"548","Electricity","Auction","CHL",2014,2,"MBI","Subsidy",2,2,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"549","Electricity","Auction","BRA",2014,4,"MBI","Subsidy",4,4,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"550","Electricity","Carbon Tax Electricity","CHL",2014,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"551","Electricity","Carbon Tax Electricity","MEX",2014,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"552","Electricity","Carbon Price Floor","GBR",2014,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"553","Electricity","ETS Electricity","CHN",2014,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"554","Electricity","ETS Electricity","CHE",2014,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"555","Electricity","Feed-In-Tariffs","GBR",2014,7,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"556","Electricity","Fossil Fuel Subsidies Electricity","TUR",2014,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"557","Electricity","PlanningRenewablesExpansion","GBR",2014,9,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"558","Electricity","PlanningRenewablesExpansion","NLD",2014,7,"NMBI","Other regulatory instruments",5,7,0,1,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"559","Electricity","PlanningRenewablesExpansion","CAN",2014,9,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"560","Electricity","PlanningRenewablesExpansion","TUR",2014,4,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"561","Electricity","PlanningRenewablesExpansion","AUT",2014,5,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"562","Electricity","PlanningRenewablesExpansion","FIN",2014,4,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"563","Electricity","PlanningRenewablesExpansion","CHL",2014,4,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"564","Electricity","PlanningRenewablesExpansion","JPN",2014,5,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"565","Electricity","Renewable energy certificates","NOR",2014,6,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","jump",1
"566","Industry","Carbon tax","FRA",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Carbon tax","Taxation","","Market","jump",1
"567","Industry","Carbon Tax Industry","MEX",2014,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"568","Industry","Carbon Tax Industry","CHL",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"569","Industry","EnergyEfficiencyMandates","IRL",2014,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"570","Industry","EnergyEfficiencyMandates","ROU",2014,4,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"571","Industry","EnergyEfficiencyMandates","GBR",2014,8,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"572","Industry","EnergyEfficiencyMandates","FIN",2014,5,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"573","Industry","EnergyEfficiencyMandates","DNK",2014,8,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"574","Industry","EnergyEfficiencyMandates","SVK",2014,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"575","Industry","EnergyEfficiencyMandates","IDN",2014,3,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"576","Industry","EnergyEfficiencyMandates","RUS",2014,8,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"577","Industry","ETS Industry","CHN",2014,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"578","Industry","ETS Industry","CHE",2014,10,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"579","Industry","Financing Mechanism Industry","COL",2014,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"580","Industry","Financing Mechanism Industry","ITA",2014,10,"MBI","Subsidy",10,10,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"581","Industry","Financing Mechanism Industry","AUT",2014,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"582","Industry","Financing Mechanism Industry","NLD",2014,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"583","Industry","Financing Mechanism Industry","SVK",2014,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"584","Industry","Fossil Fuel Subsidies Industry","CZE",2014,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"585","Industry","Fossil Fuel Subsidies Industry","ESP",2014,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","slow_increase",1
"586","Industry","Fossil Fuel Subsidies Industry","IND",2014,9,"MBI","Carbon Pricing",4,5,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"587","Transport","Carbon Tax Transport","FRA",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",1
"588","Transport","Carbon Tax Transport","MEX",2014,2,"MBI","Carbon Pricing",2,2,1,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",0
"589","Transport","ETS Transport","CHN",2014,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Emissions trading scheme","Driving taxation","Carbon Pricing","Market","jump",0
"590","Transport","ETS Transport","CAN",2014,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emissions trading scheme","Driving taxation","Carbon Pricing","Market","jump",1
"591","Transport","Financial support","BRA",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"592","Transport","Financial support","CHN",2014,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"593","Transport","Fossil Fuel Subsidies Transport","TUR",2014,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"594","Transport","Fossil Fuel Subsidies Transport","IND",2014,7,"MBI","Carbon Pricing",4,5,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"595","Transport","Fossil Fuel Subsidies Transport","MEX",2014,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"596","Transport","Investment in Rail Infrastructure","IRL",2014,10,"NMBI","Other NMBI",8,9,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"597","Transport","Investment in Rail Infrastructure","NOR",2014,5,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"598","Transport","Investment in Rail Infrastructure","CZE",2014,8,"NMBI","Other NMBI",1,2,0,0,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","slow_increase",1
"599","Transport","Investment in Rail Infrastructure","CAN",2014,3,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"600","Transport","Speed Limits","MEX",2014,7,"NMBI","Other NMBI",6,6,0,1,1,"OECD","Speed limit","Speed limit","Other NMBI","Non-market","jump",0
"601","Transport","Speed Limits","USA",2014,9,"NMBI","Other NMBI",2,2,0,1,1,"OECD","Speed limit","Speed limit","Other NMBI","Non-market","jump",1
"602","Buildings","Carbon Tax Buildings","PRT",2015,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"603","Buildings","ETS Buildings","KOR",2015,9,"MBI","Carbon Pricing",0,9,1,0,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"604","Buildings","ETS Buildings","KOR",2015,9,"MBI","Carbon Pricing",0,9,1,0,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"605","Buildings","ETS Buildings","KOR",2015,9,"MBI","Carbon Pricing",9,9,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"606","Buildings","ETS Buildings","KOR",2015,9,"MBI","Carbon Pricing",9,9,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"607","Buildings","Financing Mechanism Buildings","CHL",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"608","Buildings","Financing Mechanism Buildings","NZL",2015,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"609","Buildings","Financing Mechanism Buildings","AUS",2015,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"610","Buildings","Financing Mechanism Buildings","AUT",2015,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"611","Buildings","Financing Mechanism Buildings","COL",2015,10,"MBI","Subsidy",5,10,0,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"612","Buildings","Financing Mechanism Buildings","CHN",2015,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"613","Buildings","Financing Mechanism Buildings","IRL",2015,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"614","Buildings","Financing Mechanism Buildings","ESP",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"615","Buildings","Fossil Fuel Subsides Buildings","MEX",2015,10,"MBI","Carbon Pricing",6,5,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"616","Buildings","Fossil Fuel Subsides Buildings","DNK",2015,9,"MBI","Carbon Pricing",3,3,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"617","Buildings","Labels Appliances","TUR",2015,10,"NMBI","Information",2,2,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"618","Buildings","Labels Appliances","IND",2015,8,"NMBI","Information",3,3,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"619","Buildings","MEPS of appliances","CHL",2015,8,"NMBI","Performance Standards",5,8,0,1,0,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"620","Electricity","AirEmissionStandards","FIN",2015,8,"NMBI","Performance Standards",1,2,0,0,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"621","Electricity","Auction","FRA",2015,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"622","Electricity","Auction","GBR",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"623","Electricity","Auction","ZAF",2015,4,"MBI","Subsidy",4,4,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"624","Electricity","Auction","DEU",2015,3,"MBI","Subsidy",3,3,0,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"625","Electricity","Auction","CHL",2015,5,"MBI","Subsidy",3,5,0,1,0,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"626","Electricity","BanPhaseOutCoal","GBR",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"627","Electricity","Carbon Tax Electricity","PRT",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"628","Electricity","ETS Electricity","KOR",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"629","Electricity","Carbon Price Floor","GBR",2015,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","slow_increase",1
"630","Electricity","Feed-In-Tariffs","ITA",2015,10,"MBI","Subsidy",2,2,0,1,1,"OECD","Renewable feed in tariff","Renewable subsidy","Subsidy","Market","jump",1
"631","Electricity","Fossil Fuel Subsidies Electricity","POL",2015,5,"MBI","Carbon Pricing",2,1,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"632","Electricity","PlanningRenewablesExpansion","MEX",2015,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"633","Electricity","PlanningRenewablesExpansion","ESP",2015,9,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"634","Electricity","PlanningRenewablesExpansion","HUN",2015,4,"NMBI","Other regulatory instruments",3,3,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"635","Electricity","PlanningRenewablesExpansion","CHL",2015,6,"NMBI","Other regulatory instruments",2,5,0,1,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"636","Electricity","PlanningRenewablesExpansion","IRL",2015,7,"NMBI","Other regulatory instruments",6,6,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"637","Electricity","PlanningRenewablesExpansion","DNK",2015,7,"NMBI","Other regulatory instruments",6,6,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"638","Electricity","Renewable energy certificates","NOR",2015,7,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","slow_increase",1
"639","Industry","EnergyEfficiencyMandates","MEX",2015,4,"NMBI","Other regulatory instruments",4,4,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"640","Industry","EnergyEfficiencyMandates","ITA",2015,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"641","Industry","EnergyEfficiencyMandates","DEU",2015,8,"NMBI","Other regulatory instruments",7,7,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"642","Industry","EnergyEfficiencyMandates","CZE",2015,7,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"643","Industry","EnergyEfficiencyMandates","SAU",2015,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"644","Industry","EnergyEfficiencyMandates","AUT",2015,8,"NMBI","Other regulatory instruments",6,7,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"645","Industry","EnergyEfficiencyMandates","ESP",2015,8,"NMBI","Other regulatory instruments",5,6,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"646","Industry","EnergyEfficiencyMandates","BGR",2015,6,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"647","Industry","EnergyEfficiencyMandates","ROU",2015,8,"NMBI","Other regulatory instruments",4,6,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"648","Industry","EnergyEfficiencyMandates","ZAF",2015,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"649","Industry","EnergyEfficiencyMandates","HUN",2015,4,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"650","Industry","ETS Industry","KOR",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",0
"651","Industry","Financing Mechanism Industry","BRA",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"652","Industry","Financing Mechanism Industry","IRL",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"653","Industry","Financing Mechanism Industry","NZL",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"654","Industry","Financing Mechanism Industry","AUS",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"655","Industry","Financing Mechanism Industry","CHE",2015,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"656","Industry","Financing Mechanism Industry","ESP",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"657","Industry","Financing Mechanism Industry","CHN",2015,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"658","Industry","Fossil Fuel Subsidies Industry","MEX",2015,8,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"659","Industry","Fossil Fuel Subsidies Industry","SWE",2015,8,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"660","Industry","Fossil Fuel Subsidies Industry","GRC",2015,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"661","Industry","Fossil Fuel Subsidies Industry","DNK",2015,10,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"662","Industry","MEPS electric motors","NOR",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"663","Industry","MEPS electric motors","KOR",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"664","Industry","MEPS electric motors","TUR",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"665","Industry","MEPS electric motors","CHE",2015,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",1
"666","Industry","MEPS electric motors","SAU",2015,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"667","Transport","Bans and Phaseouts passenger cars ICE","GBR",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil cars","Ban","Technology Standards","Non-market","jump",1
"668","Transport","Bans and Phaseouts passenger cars ICE","NLD",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil cars","Ban","Technology Standards","Non-market","jump",1
"669","Transport","Bans and Phaseouts passenger cars ICE","DEU",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil cars","Ban","Technology Standards","Non-market","jump",1
"670","Transport","Bans and Phaseouts passenger cars ICE","NOR",2015,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil cars","Ban","Technology Standards","Non-market","jump",1
"671","Transport","Carbon Tax Transport","PRT",2015,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",1
"672","Transport","Financial support","CHN",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"673","Transport","Financial support","JPN",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"674","Transport","Financial support","ESP",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"675","Transport","Financial support","NLD",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"676","Transport","Financial support","KOR",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"677","Transport","Financial support","NOR",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
